;index;0
105;41230; EVLDI ACELV CDIHC HUSAT OCJMI OPDTA TOEAR NEREJ VNZEL OPIAN EOAJK IZMZE ZNAAK CEIIC CHSYK HSDAR SOEAN LNCAI SIIHC HPTCI VUOID ADJNI ZOZAV YMVNA ZEOEM DANMI AHTTS NYOAV RECPH FISIW LAVVE HPCCI SUOIP KUJZI OSSNE POTSI YMMLA STAEN LNAIB RIIPM ENPJO ARIPM XNAOD KBEAT POYAL NAPER GIOIR NINLA NOEOK KAMCI RITOE NIEIM YNSRT RTEAM VAYON EKKVO ICDVY AZETS CHEYN ZNDTA NAAEM ICJJE EVHLZ ICNNE MKOAT TADSO EVHJU TSZYD ALING TPFRU AJAAD POEOT ETMLA MROAM LEYHC MOJIS NIBLI SAPPO DELEJ ISNDZ UJKTU CHIIC ACNFA OKEOB EAUMU POLSE KRNAT ZDKVA FUYEN NINCK DAZIN KOLIS TAMNE ADRAN UWRSE CDIIF ZIOEM TATAD UZVCI NATSO INDNA ENEDJ ASETP CNEER YDIKC ICASL UJETS QQIIC
106;41302; EVDIL ACLVE CDHCI HUATS OCMIJ OPTAD TOARE NEEJR VNELZ OPANI EOJKA IZZEM ZNAKA CEICI CHYKS HSARD SOANE LNAIC SIHCI HPCIT VUIDO ADNIJ ZOAVZ YMNAV ZEEMO DAMIN AHTST NYAVO REPHC FIIWS LAVEV HPCIC SUIPO KUZIJ OSNES POSIT YMLAM STENA LNIBA RIPMI ENJOP ARPMI XNODA KBATE POALY NAERP GIIRO NILAN NOOKE KACIM RIOET NIIME YNRTS RTAME VAONY EKVOK ICVYD AZTSE CHYNE ZNTAD NAEMA ICJEJ EVLZH ICNEN MKATO TASOD EVJUH TSYDZ ALNGI TPRUF AJADA POOTE ETLAM MRAMO LEHCY MOISJ NILIB SAPOP DEEJL ISDZN UJTUK CHICI ACFAN OKOBE EAMUU POSEL KRATN ZDVAK FUENY NICKN DAINZ KOISL TANEM ADANR UWSER CDIFI ZIEMO TAADT UZCIV NASOT INNAD ENDJE ASTPE CNERE YDKCI ICSLA UJTSE QQICI
107;41320; EVDLI ACLEV CDHIC HUAST OCMJI OPTDA TOAER NEERJ VNEZL OPAIN EOJAK IZZME ZNAAK CEIIC CHYSK HSADR SOAEN LNACI SIHIC HPCTI VUIOD ADNJI ZOAZV YMNVA ZEEOM DAMNI AHTTS NYAOV REPCH FIISW LAVVE HPCCI SUIOP KUZJI OSNSE POSTI YMLMA STEAN LNIAB RIPIM ENJPO ARPIM XNOAD KBAET POAYL NAEPR GIIOR NILNA NOOEK KACMI RIOTE NIIEM YNRST RTAEM VAOYN EKVKO ICVDY AZTES CHYEN ZNTDA NAEAM ICJJE EVLHZ ICNNE MKAOT TASDO EVJHU TSYZD ALNIG TPRFU AJAAD POOET ETLMA MRAOM LEHYC MOIJS NILBI SAPPO DEELJ ISDNZ UJTKU CHIIC ACFNA OKOEB EAMUU POSLE KRANT ZDVKA FUEYN NICNK DAIZN KOILS TANME ADARN UWSRE CDIIF ZIEOM TAATD UZCVI NASTO INNDA ENDEJ ASTEP CNEER YDKIC ICSAL UJTES QQIIC
108;42013; ELIVD AEVCL CICDH HSTUA OJICM ODAPT TEROA NRJEE VZLNE OINPA EAKOJ IMEZZ ZAKNA CICEI CSKHY HDRSA SENOA LCINA SICIH HTIPC VODUI AJIDN ZZVOA YVAMN ZOMEE DNIAM ATSHT NOVYA RCHEP FSWII LVEAV HCIPC SOPUI KJIUZ OSESN PTIOS YMAML SANTE LABNI RIMIP EPONJ AIMRP XADNO KETBA PYLOA NPRAE GORII NNAIL NEKOO KMIAC RTEIO NEMII YSTNR REMTA VYNAO EKOKV IDYCV AESZT CENHY ZDANT NAMAE IJECJ EHZVL INECN MOTKA TDOAS EHUVJ TZDSY AIGLN TFUPR AADJA PETOO EMATL MOMRA LYCEH MJSOI NBIIL SPOAP DLJEE INZSD UKUJT CICHI ANACF OEBKO EUUAM PLEOS KNTRA ZKADV FYNUE NNKIC DZNAI KLSOI TMEAN ARNDA UREWS CIFDI ZOMIE TTDAA UVIZC NTOAS IDANN EEJND AEPST CERNE YICDK IALCS UESJT QICQI
109;42031; ELIDV AEVLC CICHD HSTAU OJIMC ODATP TERAO NRJEE VZLEN OINAP EAKJO IMEZZ ZAKAN CICIE CSKYH HDRAS SENAO LCIAN SICHI HTICP VODIU AJIND ZZVAO YVANM ZOMEE DNIMA ATSTH NOVAY RCHPE FSWII LVEVA HCICP SOPIU KJIZU OSENS PTISO YMALM SANET LABIN RIMPI EPOJN AIMPR XADON KETAB PYLAO NPREA GORII NNALI NEKOO KMICA RTEOI NEMII YSTRN REMAT VYNOA EKOVK IDYVC AESTZ CENYH ZDATN NAMEA IJEJC EHZLV INENC MOTAK TDOSA EHUJV TZDYS AIGNL TFURP AADAJ PETOO EMALT MOMAR LYCHE MJSIO NBILI SPOPA DLJEE INZDS UKUTJ CICIH ANAFC OEBOK EUUMA PLESO KNTAR ZKAVD FYNEU NNKCI DZNIA KLSIO TMENA ARNAD URESW CIFID ZOMEI TTDAA UVICZ NTOSA IDANN EEJDN AEPTS CEREN YICKD IALSC UESTJ QICIQ
110;42103; ELVID AECVL CIDCH HSUTA OJCIM ODPAT TEORA NREJE VZNLE OIPNA EAOKJ IMZEZ ZANKA CIECI CSHKY HDSRA SEONA LCNIA SIICH HTPIC VOUDI AJDIN ZZOVA YVMAN ZOEME DNAIM ATHST NOYVA RCEHP FSIWI LVAEV HCPIC SOUPI KJUIZ OSSEN PTOIS YMMAL SATNE LANBI RIIMP EPNOJ AIRMP XANDO KEBTA PYOLA NPARE GOIRI NNIAL NEOKO KMAIC RTIEO NEIMI YSNTR RETMA VYANO EKKOV IDCYV AEZST CEHNY ZDNAT NAAME IJCEJ EHVZL INCEN MOKTA TDAOS EHVUJ TZSDY AILGN TFPUR AAJDA PEOTO EMTAL MORMA LYECH MJOSI NBIIL SPAOP DLEJE INSZD UKJUT CIHCI ANCAF OEKBO EUAUM PLOES KNRTA ZKDAV FYUNE NNIKC DZANI KLOSI TMAEN ARDNA URWES CIDFI ZOIME TTADA UVZIC NTAOS IDNAN EENJD AESPT CENRE YIDCK IACLS UEJST QIQCI
111;42130; ELVDI AECLV CIDHC HSUAT OJCMI ODPTA TEOAR NREEJ VZNEL OIPAN EAOJK IMZZE ZANAK CIEIC CSHYK HDSAR SEOAN LCNAI SIIHC HTPCI VOUID AJDNI ZZOAV YVMNA ZOEEM DNAMI ATHTS NOYAV RCEPH FSIIW LVAVE HCPCI SOUIP KJUZI OSSNE PTOSI YMMLA SATEN LANIB RIIPM EPNJO AIRPM XANOD KEBAT PYOAL NPAER GOIIR NNILA NEOOK KMACI RTIOE NEIIM YSNRT RETAM VYAON EKKVO IDCVY AEZTS CEHYN ZDNTA NAAEM IJCJE EHVLZ INCNE MOKAT TDASO EHVJU TZSYD AILNG TFPRU AAJAD PEOOT EMTLA MORAM LYEHC MJOIS NBILI SPAPO DLEEJ INSDZ UKJTU CIHIC ANCFA OEKOB EUAMU PLOSE KNRAT ZKDVA FYUEN NNICK DZAIN KLOIS TMANE ARDAN URWSE CIDIF ZOIEM TTAAD UVZCI NTASO IDNNA EENDJ AESTP CENER YIDKC IACSL UEJTS QIQIC
112;42301; ELDIV AELVC CIHCD HSATU OJMIC ODTAP TEARO NREJE VZELN OIANP EAJKO IMZEZ ZAAKN CIICE CSYKH HDARS SEANO LCAIN SIHCI HTCIP VOIDU AJNID ZZAVO YVNAM ZOEME DNMIA ATTSH NOAVY RCPHE FSIWI LVVEA HCCIP SOIPU KJZIU OSNES PTSIO YMLAM SAENT LAIBN RIPMI EPJON AIPMR XAODN KEATB PYALO NPERA GOIRI NNLAI NEOKO KMCIA RTOEI NEIMI YSRTN REAMT VYONA EKVOK IDVYC AETSZ CEYNH ZDTAN NAEMA IJJEC EHLZV INNEC MOATK TDSOA EHJUV TZYDS AINGL TFRUP AAADJ PEOTO EMLAT MOAMR LYHCE MJISO NBLII SPPOA DLEJE INDZS UKTUJ CIICH ANFAC OEOBK EUMUA PLSEO KNATR ZKVAD FYENU NNCKI DZINA KLISO TMNEA ARAND URSEW CIIFD ZOEMI TTADA UVCIZ NTSOA IDNAN EEDJN AETPS CEERN YIKCD IASLC UETSJ QIICQ
113;42310; ELDVI AELCV CIHDC HSAUT OJMCI ODTPA TEAOR NREEJ VZENL OIAPN EAJOK IMZZE ZAANK CIIEC CSYHK HDASR SEAON LCANI SIHIC HTCPI VOIUD AJNDI ZZAOV YVNMA ZOEEM DNMAI ATTHS NOAYV RCPEH FSIIW LVVAE HCCPI SOIUP KJZUI OSNSE PTSOI YMLMA SAETN LAINB RIPIM EPJNO AIPRM XAOND KEABT PYAOL NPEAR GOIIR NNLIA NEOOK KMCAI RTOIE NEIIM YSRNT REATM VYOAN EKVKO IDVCY AETZS CEYHN ZDTNA NAEAM IJJCE EHLVZ INNCE MOAKT TDSAO EHJVU TZYSD AINLG TFRPU AAAJD PEOOT EMLTA MOARM LYHEC MJIOS NBLII SPPAO DLEEJ INDSZ UKTJU CIIHC ANFCA OEOKB EUMAU PLSOE KNART ZKVDA FYEUN NNCIK DZIAN KLIOS TMNAE ARADN URSWE CIIDF ZOEIM TTAAD UVCZI NTSAO IDNNA EEDNJ AETSP CEENR YIKDC IASCL UETJS QIIQC
114;43012; EDIVL ALVCE CHCDI HATUS OMICJ OTAPD TAROE NEJER VELNZ OANPI EJKOA IZEZM ZAKNA CICEI CYKHS HARSD SANOE LAINC SHCII HCIPT VIDUO ANIDJ ZAVOZ YNAMV ZEMEO DMIAN ATSHT NAVYO RPHEC FIWIS LVEAV HCIPC SIPUO KZIUJ ONESS PSIOT YLAMM SENTA LIBNA RPMII EJONP APMRI XODNA KATBE PALOY NERAP GIRIO NLAIN NOKOE KCIAM ROEIT NIMIE YRTNS RAMTE VONAY EVOKK IVYCD ATSZE CYNHE ZTAND NEMAA IJECJ ELZVH INECN MATKO TSOAD EJUVH TYDSZ ANGLI TRUPF AADJA POTOE ELATM MAMRO LHCEY MISOJ NLIIB SPOAP DEJEL IDZSN UTUJK CICHI AFACN OOBKE EMUAU PSEOL KATRN ZVADK FENUY NCKIN DINAZ KISOL TNEAM AANDR USEWR CIFDI ZEMIO TADAT UCIZV NSOAT INAND EDJNE ATPSE CERNE YKCDI ISLCA UTSJE QICQI
115;43021; EDILV ALVEC CHCID HATSU OMIJC OTADP TAREO NEJRE VELZN OANIP EJKAO IZEMZ ZAKAN CICIE CYKSH HARDS SANEO LAICN SHCII HCITP VIDOU ANIJD ZAVZO YNAVM ZEMOE DMINA ATSTH NAVOY RPHCE FIWSI LVEVA HCICP SIPOU KZIJU ONESS PSITO YLAMM SENAT LIBAN RPMII EJOPN APMIR XODAN KATEB PALYO NERPA GIROI NLANI NOKEO KCIMA ROETI NIMEI YRTSN RAMET VONYA EVOKK IVYDC ATSEZ CYNEH ZTADN NEMAA IJEJC ELZHV INENC MATOK TSODA EJUHV TYDZS ANGIL TRUFP AADAJ POTEO ELAMT MAMOR LHCYE MISJO NLIBI SPOPA DEJLE IDZNS UTUKJ CICIH AFANC OOBEK EMUUA PSELO KATNR ZVAKD FENYU NCKNI DINZA KISLO TNEMA AANRD USERW CIFID ZEMOI TADTA UCIVZ NSOTA INADN EDJEN ATPES CEREN YKCID ISLAC UTSEJ QICIQ
116;43102; EDVIL ALCVE CHDCI HAUTS OMCIJ OTPAD TAORE NEEJR VENLZ OAPNI EJOKA IZZEM ZANKA CIECI CYHKS HASRD SAONE LANIC SHICI HCPIT VIUDO ANDIJ ZAOVZ YNMAV ZEEMO DMAIN ATHST NAYVO RPEHC FIIWS LVAEV HCPIC SIUPO KZUIJ ONSES PSOIT YLMAM SETNA LINBA RPIMI EJNOP APRMI XONDA KABTE PAOLY NEARP GIIRO NLIAN NOOKE KCAIM ROIET NIIME YRNTS RATME VOANY EVKOK IVCYD ATZSE CYHNE ZTNAD NEAMA IJCEJ ELVZH INCEN MAKTO TSAOD EJVUH TYSDZ ANLGI TRPUF AAJDA POOTE ELTAM MARMO LHECY MIOSJ NLIIB SPAOP DEEJL IDSZN UTJUK CIHCI AFCAN OOKBE EMAUU PSOEL KARTN ZVDAK FEUNY NCIKN DIANZ KIOSL TNAEM AADNR USWER CIDFI ZEIMO TAADT UCZIV NSAOT INNAD EDNJE ATSPE CENRE YKDCI ISCLA UTJSE QIQCI
117;43120; EDVLI ALCEV CHDIC HAUST OMCJI OTPDA TAOER NEERJ VENZL OAPIN EJOAK IZZME ZANAK CIEIC CYHSK HASDR SAOEN LANCI SHIIC HCPTI VIUOD ANDJI ZAOZV YNMVA ZEEOM DMANI ATHTS NAYOV RPECH FIISW LVAVE HCPCI SIUOP KZUJI ONSSE PSOTI YLMMA SETAN LINAB RPIIM EJNPO APRIM XONAD KABET PAOYL NEAPR GIIOR NLINA NOOEK KCAMI ROITE NIIEM YRNST RATEM VOAYN EVKKO IVCDY ATZES CYHEN ZTNDA NEAAM IJCJE ELVHZ INCNE MAKOT TSADO EJVHU TYSZD ANLIG TRPFU AAJAD POOET ELTMA MAROM LHEYC MIOJS NLIBI SPAPO DEELJ IDSNZ UTJKU CIHIC AFCNA OOKEB EMAUU PSOLE KARNT ZVDKA FEUYN NCINK DIAZN KIOLS TNAME AADRN USWRE CIDIF ZEIOM TAATD UCZVI NSATO INNDA EDNEJ ATSEP CENER YKDIC ISCAL UTJES QIQIC
118;43201; EDLIV ALEVC CHICD HASTU OMJIC OTDAP TAERO NERJE VEZLN OAINP EJAKO IZMEZ ZAAKN CIICE CYSKH HADRS SAENO LACIN SHICI HCTIP VIODU ANJID ZAZVO YNVAM ZEOME DMNIA ATTSH NAOVY RPCHE FISWI LVVEA HCCIP SIOPU KZJIU ONSES PSTIO YLMAM SEANT LIABN RPIMI EJPON APIMR XOADN KAETB PAYLO NEPRA GIORI NLNAI NOEKO KCMIA ROTEI NIEMI YRSTN RAEMT VOYNA EVKOK IVDYC ATESZ CYENH ZTDAN NEAMA IJJEC ELHZV INNEC MAOTK TSDOA EJHUV TYZDS ANIGL TRFUP AAADJ POETO ELMAT MAOMR LHYCE MIJSO NLBII SPPOA DELJE IDNZS UTKUJ CIICH AFNAC OOEBK EMUUA PSLEO KANTR ZVKAD FEYNU NCNKI DIZNA KILSO TNMEA AARND USREW CIIFD ZEOMI TATDA UCVIZ NSTOA INDAN EDEJN ATEPS CEERN YKICD ISALC UTESJ QIICQ
119;43210; EDLVI ALECV CHIDC HASUT OMJCI OTDPA TAEOR NEREJ VEZNL OAIPN EJAOK IZMZE ZAANK CIIEC CYSHK HADSR SAEON LACNI SHIIC HCTPI VIOUD ANJDI ZAZOV YNVMA ZEOEM DMNAI ATTHS NAOYV RPCEH FISIW LVVAE HCCPI SIOUP KZJUI ONSSE PSTOI YLMMA SEATN LIANB RPIIM EJPNO APIRM XOAND KAEBT PAYOL NEPAR GIOIR NLNIA NOEOK KCMAI ROTIE NIEIM YRSNT RAETM VOYAN EVKKO IVDCY ATEZS CYEHN ZTDNA NEAAM IJJCE ELHVZ INNCE MAOKT TSDAO EJHVU TYZSD ANILG TRFPU AAAJD POEOT ELMTA MAORM LHYEC MIJOS NLBII SPPAO DELEJ IDNSZ UTKJU CIIHC AFNCA OOEKB EMUAU PSLOE KANRT ZVKDA FEYUN NCNIK DIZAN KILOS TNMAE AARDN USRWE CIIDF ZEOIM TATAD UCVZI NSTAO INDNA EDENJ ATESP CEENR YKIDC ISACL UTEJS QIIQC
